date,POC BESS - Power (BESS Meter),POC DG - Power (DG Meter),POC Loads - Power (Loads Meter),POC PV - Power (PV Meter)
01/01/2025 00:15:00,21.00,0.00,0.00,0.00
01/01/2025 00:30:00,21.24,0.00,0.00,0.00
01/01/2025 00:45:00,21.23,0.00,0.00,0.00
01/01/2025 01:00:00,21.22,0.00,0.00,0.00
01/01/2025 01:15:00,23.40,0.00,0.00,0.00
01/01/2025 01:30:00,25.53,0.00,0.00,0.00
01/01/2025 01:45:00,21.08,0.00,0.00,0.00
01/01/2025 02:00:00,21.13,0.00,0.00,0.00
01/01/2025 02:15:00,21.10,0.00,0.00,0.00
01/01/2025 02:30:00,20.99,0.00,0.00,0.00
01/01/2025 02:45:00,21.04,0.00,0.00,0.00
01/01/2025 03:00:00,21.01,0.00,0.00,0.00
01/01/2025 03:15:00,21.01,0.00,0.00,0.00
01/01/2025 03:30:00,20.95,0.00,0.00,0.00
01/01/2025 03:45:00,20.74,0.00,0.00,0.00
01/01/2025 04:00:00,20.81,0.00,0.00,0.00
01/01/2025 04:15:00,20.80,0.00,0.00,0.00
01/01/2025 04:30:00,21.05,0.00,0.00,0.00
01/01/2025 04:45:00,20.87,0.00,0.00,0.00
01/01/2025 05:00:00,21.00,0.00,0.00,0.00
01/01/2025 05:15:00,21.01,0.00,0.00,0.00
01/01/2025 05:30:00,21.01,0.00,0.00,0.00
01/01/2025 05:45:00,20.91,0.00,0.00,0.00
01/01/2025 06:00:00,21.02,0.00,,0.00
01/01/2025 06:15:00,20.91,0.00,0.00,0.00
01/01/2025 06:30:00,20.80,0.00,0.00,0.00
01/01/2025 06:45:00,20.35,0.00,0.00,0.34
01/01/2025 07:00:00,8.21,0.00,0.00,11.33
01/01/2025 07:15:00,-25.26,0.00,0.00,41.38
01/01/2025 07:30:00,-79.98,0.00,0.00,90.66
01/01/2025 07:45:00,-158.83,0.00,0.00,163.96
01/01/2025 08:00:00,-254.11,0.00,0.00,252.91
01/01/2025 08:15:00,-380.48,0.00,0.00,366.19
01/01/2025 08:30:00,-505.75,0.00,0.00,480.10
01/01/2025 08:45:00,-633.67,0.00,0.00,600.20
01/01/2025 09:00:00,-48.45,0.00,0.00,65.86
01/01/2025 09:15:00,8.77,0.00,0.00,10.39
01/01/2025 09:30:00,4.45,0.00,0.00,10.30
01/01/2025 09:45:00,4.60,0.00,0.00,10.28
01/01/2025 10:00:00,4.75,0.00,0.00,10.26
01/01/2025 10:15:00,4.99,0.00,0.00,10.16
01/01/2025 10:30:00,5.30,0.00,0.00,10.12
01/01/2025 10:45:00,5.34,0.00,0.00,9.99
01/01/2025 11:00:00,5.56,0.00,0.00,9.95
01/01/2025 11:15:00,5.68,0.00,0.00,9.98
01/01/2025 11:30:00,8.65,0.00,0.00,9.92
01/01/2025 11:45:00,14.20,0.00,0.00,12.16
01/01/2025 12:00:00,2.95,0.00,0.00,12.79
01/01/2025 12:15:00,2.99,0.00,0.00,12.74
01/01/2025 12:30:00,2.92,0.00,0.00,12.80
01/01/2025 12:45:00,3.18,0.00,0.00,12.68
01/01/2025 13:00:00,3.31,0.00,0.00,12.68
01/01/2025 13:15:00,3.47,0.00,0.00,12.82
01/01/2025 13:30:00,3.57,0.00,0.00,12.74
01/01/2025 13:45:00,3.64,0.00,0.00,12.74
01/01/2025 14:00:00,3.79,0.00,0.00,12.79
01/01/2025 14:15:00,4.00,0.00,0.00,12.74
01/01/2025 14:30:00,3.97,0.00,0.00,12.74
01/01/2025 14:45:00,3.94,0.00,0.00,12.79
01/01/2025 15:00:00,10.09,0.00,0.00,12.90
01/01/2025 15:15:00,9.87,0.00,0.00,12.96
01/01/2025 15:30:00,8.71,0.00,0.00,13.00
01/01/2025 15:45:00,3.65,0.00,0.00,13.03
01/01/2025 16:00:00,3.63,0.00,0.00,13.07
01/01/2025 16:15:00,4.01,0.00,0.00,12.99
01/01/2025 16:30:00,3.75,0.00,0.00,12.97
01/01/2025 16:45:00,5.09,0.00,0.00,12.89
01/01/2025 17:00:00,11.34,0.00,0.00,12.80
01/01/2025 17:15:00,9.22,0.00,0.00,12.64
01/01/2025 17:30:00,5.09,0.00,0.00,12.56
01/01/2025 17:45:00,6.82,0.00,0.00,12.59
01/01/2025 18:00:00,4.92,0.00,0.00,12.60
01/01/2025 18:15:00,4.06,0.00,0.00,12.16
01/01/2025 18:30:00,16.75,0.00,0.00,5.25
01/01/2025 18:45:00,23.43,0.00,0.00,-0.45
01/01/2025 19:00:00,22.16,0.00,0.00,0.00
01/01/2025 19:15:00,21.90,0.00,0.00,0.00
01/01/2025 19:30:00,21.87,0.00,0.00,0.00
01/01/2025 19:45:00,21.91,0.00,0.00,0.00
01/01/2025 20:00:00,21.94,0.00,0.00,0.00
01/01/2025 20:15:00,21.87,0.00,0.00,0.00
01/01/2025 20:30:00,21.85,0.00,0.00,0.00
01/01/2025 20:45:00,21.78,0.00,0.00,0.00
01/01/2025 21:00:00,21.67,0.00,0.00,0.00
01/01/2025 21:15:00,21.48,0.00,0.00,0.00
01/01/2025 21:30:00,21.36,0.00,0.00,0.00
01/01/2025 21:45:00,21.28,0.00,0.00,0.00
01/01/2025 22:00:00,21.36,0.00,0.00,0.00
01/01/2025 22:15:00,21.45,0.00,0.00,0.00
01/01/2025 22:30:00,22.20,0.00,0.00,0.00
01/01/2025 22:45:00,27.78,0.00,0.00,0.00
01/01/2025 23:00:00,24.76,0.00,0.00,0.00
01/01/2025 23:15:00,21.33,0.00,0.00,0.00
01/01/2025 23:30:00,21.13,0.00,0.00,0.00
01/01/2025 23:45:00,21.15,0.00,0.00,0.00
02/01/2025 00:00:00,21.14,0.00,0.00,0.00
02/01/2025 00:15:00,21.07,0.00,0.00,0.00
02/01/2025 00:30:00,21.10,0.00,0.00,0.00
02/01/2025 00:45:00,21.10,0.00,0.00,0.00
02/01/2025 01:00:00,21.00,0.00,0.00,0.00
02/01/2025 01:15:00,21.22,0.00,0.00,0.00
02/01/2025 01:30:00,21.24,0.00,0.00,0.00
02/01/2025 01:45:00,21.21,0.00,0.00,0.00
02/01/2025 02:00:00,21.14,0.00,0.00,0.00
02/01/2025 02:15:00,21.04,0.00,0.00,0.00
02/01/2025 02:30:00,21.09,0.00,0.00,0.00
02/01/2025 02:45:00,21.07,0.00,0.00,0.00
02/01/2025 03:00:00,21.07,0.00,0.00,0.00
02/01/2025 03:15:00,20.98,0.00,0.00,0.00
02/01/2025 03:30:00,20.93,0.00,0.00,0.00
02/01/2025 03:45:00,20.99,0.00,0.00,0.00
02/01/2025 04:00:00,20.96,0.00,0.00,0.00
02/01/2025 04:15:00,20.93,0.00,0.00,0.00
02/01/2025 04:30:00,20.72,0.00,0.00,0.00
02/01/2025 04:45:00,20.77,0.00,0.00,0.00
02/01/2025 05:00:00,20.98,0.00,0.00,0.00
02/01/2025 05:15:00,20.86,0.00,0.00,0.00
02/01/2025 05:30:00,20.84,0.00,0.00,0.00
02/01/2025 05:45:00,20.92,0.00,0.00,0.00
02/01/2025 06:00:00,20.87,0.00,0.00,0.00
02/01/2025 06:15:00,20.88,0.00,0.00,0.00
02/01/2025 06:30:00,20.98,0.00,0.00,0.00
02/01/2025 06:45:00,23.78,0.00,0.00,0.19
02/01/2025 07:00:00,8.90,0.00,0.00,13.11
02/01/2025 07:15:00,-33.44,0.00,0.00,48.76
02/01/2025 07:30:00,-91.31,0.00,0.00,103.52
02/01/2025 07:45:00,-169.27,0.00,0.00,177.47
02/01/2025 08:00:00,-270.32,0.00,0.00,268.03
02/01/2025 08:15:00,-393.76,0.00,0.00,376.16
02/01/2025 08:30:00,-97.04,0.00,0.00,111.16
02/01/2025 08:45:00,-10.99,0.00,0.00,27.48
02/01/2025 09:00:00,-9.40,0.00,0.00,23.29
02/01/2025 09:15:00,4.42,0.00,0.00,10.39
02/01/2025 09:30:00,4.66,0.00,0.00,10.36
02/01/2025 09:45:00,5.50,0.00,0.00,9.74
02/01/2025 10:00:00,5.04,0.00,0.00,10.28
02/01/2025 10:15:00,5.71,0.00,0.00,9.69
02/01/2025 10:30:00,2.11,0.00,0.00,17.78
02/01/2025 10:45:00,1.57,0.00,0.00,15.86
02/01/2025 11:00:00,5.74,0.00,0.00,10.08
02/01/2025 11:15:00,-8.95,0.00,0.00,23.44
02/01/2025 11:30:00,9.34,0.00,0.00,6.92
02/01/2025 11:45:00,-10.59,0.00,0.00,25.12
02/01/2025 12:00:00,2.81,0.00,0.00,12.86
02/01/2025 12:15:00,2.91,0.00,0.00,12.82
02/01/2025 12:30:00,3.11,0.00,0.00,12.75
02/01/2025 12:45:00,9.03,0.00,0.00,12.78
02/01/2025 13:00:00,-8.06,0.00,0.00,27.44
02/01/2025 13:15:00,6.71,0.00,0.00,9.77
02/01/2025 13:30:00,-9.41,0.00,0.00,24.63
02/01/2025 13:45:00,7.46,0.00,0.00,9.43
02/01/2025 14:00:00,-7.83,0.00,0.00,32.14
02/01/2025 14:15:00,6.60,0.00,0.00,18.09
02/01/2025 14:30:00,-9.16,0.00,0.00,24.60
02/01/2025 14:45:00,7.11,0.00,0.00,9.62
02/01/2025 15:00:00,-5.85,0.00,0.00,21.78
02/01/2025 15:15:00,-15.31,0.00,0.00,30.29
02/01/2025 15:30:00,-12.11,0.00,0.00,27.34
02/01/2025 15:45:00,-7.34,0.00,0.00,28.75
02/01/2025 16:00:00,-1.45,0.00,0.00,20.84
02/01/2025 16:15:00,2.57,0.00,0.00,13.95
02/01/2025 16:30:00,-1.37,0.00,0.00,17.60
02/01/2025 16:45:00,-1.82,0.00,0.00,17.89
02/01/2025 17:00:00,-6.69,0.00,0.00,27.11
02/01/2025 17:15:00,-2.16,0.00,0.00,26.14
02/01/2025 17:30:00,-1.19,0.00,0.00,20.27
02/01/2025 17:45:00,-5.97,0.00,0.00,24.34
02/01/2025 18:00:00,-5.14,0.00,0.00,22.16
02/01/2025 18:15:00,-4.80,0.00,0.00,20.14
02/01/2025 18:30:00,15.24,0.00,0.00,6.64
02/01/2025 18:45:00,23.59,0.00,0.00,-1.08
02/01/2025 19:00:00,22.12,0.00,0.00,0.00
02/01/2025 19:15:00,21.99,0.00,0.00,0.00
02/01/2025 19:30:00,21.88,0.00,0.00,0.00
02/01/2025 19:45:00,21.86,0.00,0.00,0.00
02/01/2025 20:00:00,21.85,0.00,0.00,0.00
02/01/2025 20:15:00,21.81,0.00,0.00,0.00
02/01/2025 20:30:00,21.73,0.00,0.00,0.00
02/01/2025 20:45:00,21.70,0.00,0.00,0.00
02/01/2025 21:00:00,21.69,0.00,0.00,0.00
02/01/2025 21:15:00,21.60,0.00,0.00,0.00
02/01/2025 21:30:00,21.44,0.00,0.00,0.00
02/01/2025 21:45:00,21.42,0.00,0.00,0.00
02/01/2025 22:00:00,21.39,0.00,0.00,0.00
02/01/2025 22:15:00,21.30,0.00,0.00,0.00
02/01/2025 22:30:00,21.44,0.00,0.00,0.00
02/01/2025 22:45:00,21.41,0.00,0.00,0.00
02/01/2025 23:00:00,26.42,0.00,0.00,0.00
02/01/2025 23:15:00,23.19,0.00,0.00,0.00
02/01/2025 23:30:00,21.43,0.00,0.00,0.00
02/01/2025 23:45:00,21.40,0.00,0.00,0.00
03/01/2025 00:00:00,21.25,0.00,0.00,0.00
03/01/2025 00:15:00,21.40,0.00,0.00,0.00
03/01/2025 00:30:00,21.39,0.00,0.00,0.00
03/01/2025 00:45:00,21.35,0.00,0.00,0.00
03/01/2025 01:00:00,21.33,0.00,0.00,0.00
03/01/2025 01:15:00,21.20,0.00,0.00,0.00
03/01/2025 01:30:00,21.05,0.00,0.00,0.00
03/01/2025 01:45:00,21.12,0.00,0.00,0.00
03/01/2025 02:00:00,21.01,0.00,0.00,0.00
03/01/2025 02:15:00,21.05,0.00,0.00,0.00
03/01/2025 02:30:00,21.07,0.00,0.00,0.00
03/01/2025 02:45:00,20.90,0.00,0.00,0.00
03/01/2025 03:00:00,20.98,0.00,0.00,0.00
03/01/2025 03:15:00,21.09,0.00,0.00,0.00
03/01/2025 03:30:00,21.11,0.00,0.00,0.00
03/01/2025 03:45:00,21.11,0.00,0.00,0.00
03/01/2025 04:00:00,21.03,0.00,0.00,0.00
03/01/2025 04:15:00,21.21,0.00,0.00,0.00
03/01/2025 04:30:00,21.41,0.00,0.00,0.00
03/01/2025 04:45:00,25.07,0.00,0.00,0.00
03/01/2025 05:00:00,20.96,0.00,0.00,0.00
03/01/2025 05:15:00,20.77,0.00,0.00,0.00
03/01/2025 05:30:00,20.89,0.00,0.00,0.00
03/01/2025 05:45:00,20.90,0.00,0.00,0.00
03/01/2025 06:00:00,20.98,0.00,0.00,0.00
03/01/2025 06:15:00,20.88,0.00,0.00,0.00
03/01/2025 06:30:00,20.96,0.00,0.00,0.00
03/01/2025 06:45:00,19.61,0.00,0.00,1.21
03/01/2025 07:00:00,2.48,0.00,0.00,16.57
03/01/2025 07:15:00,-47.53,0.00,0.00,61.53
03/01/2025 07:30:00,-95.95,0.00,0.00,105.37
03/01/2025 07:45:00,-140.91,0.00,0.00,150.00
03/01/2025 08:00:00,-248.14,0.00,0.00,244.26
03/01/2025 08:15:00,-343.35,0.00,0.00,335.28
03/01/2025 08:30:00,-447.92,0.00,,425.97
03/01/2025 08:45:00,-519.11,0.00,,494.20
03/01/2025 09:00:00,-14.91,0.00,,36.74
03/01/2025 09:15:00,-19.68,0.00,,31.96
03/01/2025 09:30:00,-84.47,0.00,,92.76
03/01/2025 09:45:00,-13.41,0.00,,30.48
03/01/2025 10:00:00,-40.68,0.00,,60.98
03/01/2025 10:15:00,-37.18,0.00,,61.01
03/01/2025 10:30:00,-41.30,0.00,,61.01
03/01/2025 10:45:00,-41.38,0.00,,61.03
03/01/2025 16:30:00,0.00,,,0.00
03/01/2025 16:45:00,0.00,,,0.00
03/01/2025 17:00:00,0.00,,,0.00
03/01/2025 17:15:00,0.00,,,0.00
03/01/2025 17:30:00,0.00,,,0.00
03/01/2025 17:45:00,0.00,,,0.00
03/01/2025 18:00:00,0.00,,,0.00
03/01/2025 18:15:00,0.00,,0.00,0.00
03/01/2025 18:30:00,0.00,,0.00,0.00
03/01/2025 18:45:00,0.00,,,0.00
03/01/2025 19:00:00,0.00,,0.00,0.00
03/01/2025 19:15:00,,,0.00,
03/01/2025 21:15:00,,,0.00,
03/01/2025 21:30:00,,,0.00,
03/01/2025 21:45:00,,,0.00,
03/01/2025 22:00:00,,,0.00,
03/01/2025 22:15:00,,,0.00,
03/01/2025 22:30:00,,,0.00,
03/01/2025 22:45:00,,,0.00,
05/01/2025 18:30:00,,,0.00,
05/01/2025 18:45:00,24.15,0.00,0.00,0.00
05/01/2025 19:00:00,32.24,0.00,0.00,0.00
05/01/2025 19:15:00,31.30,0.00,0.00,0.00
05/01/2025 19:30:00,30.01,0.00,0.00,0.00
05/01/2025 19:45:00,28.92,0.00,0.00,0.00
05/01/2025 20:00:00,27.01,0.00,0.00,0.00
05/01/2025 20:15:00,27.10,0.00,0.00,0.00
05/01/2025 20:30:00,26.94,0.00,0.00,0.00
05/01/2025 20:45:00,26.92,0.00,0.00,0.00
05/01/2025 21:00:00,26.82,0.00,0.00,0.00
05/01/2025 21:15:00,26.77,0.00,0.00,0.00
05/01/2025 21:30:00,23.36,0.00,0.00,0.00
05/01/2025 21:45:00,22.41,0.00,0.00,0.00
05/01/2025 22:00:00,22.34,0.00,0.00,0.00
05/01/2025 22:15:00,22.26,0.00,0.00,0.00
05/01/2025 22:30:00,22.16,0.00,0.00,0.00
05/01/2025 22:45:00,22.16,0.00,0.00,0.00
05/01/2025 23:00:00,22.15,0.00,0.00,0.00
05/01/2025 23:15:00,22.07,0.00,0.00,0.00
05/01/2025 23:30:00,22.02,0.00,0.00,0.00
05/01/2025 23:45:00,21.96,0.00,0.00,0.00
06/01/2025 00:00:00,21.88,0.00,0.00,0.00
06/01/2025 00:15:00,21.74,0.00,0.00,0.00
06/01/2025 00:30:00,21.45,0.00,,0.00
06/01/2025 00:45:00,21.52,0.00,,0.00
06/01/2025 01:00:00,21.43,0.00,,0.00
06/01/2025 01:15:00,25.98,0.00,,0.00
06/01/2025 01:30:00,25.06,0.00,,0.00
06/01/2025 01:45:00,21.31,0.00,,0.00
06/01/2025 02:00:00,21.30,0.00,,0.00
06/01/2025 02:15:00,21.39,0.00,0.00,0.00
06/01/2025 02:30:00,21.37,0.00,0.00,0.00
06/01/2025 02:45:00,21.35,0.00,0.00,0.00
06/01/2025 03:00:00,21.21,0.00,0.00,0.00
06/01/2025 03:15:00,21.25,0.00,0.00,0.00
06/01/2025 03:30:00,21.53,0.00,0.00,0.00
06/01/2025 03:45:00,21.26,0.00,0.00,0.00
06/01/2025 04:00:00,21.22,0.00,0.00,0.00
06/01/2025 04:15:00,21.06,0.00,0.00,0.00
06/01/2025 04:30:00,21.18,0.00,0.00,0.00
06/01/2025 04:45:00,21.15,0.00,0.00,0.00
06/01/2025 05:00:00,21.12,0.00,0.00,0.00
06/01/2025 05:15:00,21.04,0.00,0.00,0.00
06/01/2025 05:30:00,20.99,0.00,0.00,0.00
06/01/2025 05:45:00,20.95,0.00,0.00,0.00
06/01/2025 06:00:00,20.96,0.00,0.00,0.00
06/01/2025 06:15:00,20.87,0.00,0.00,0.00
06/01/2025 06:30:00,20.77,0.00,0.00,0.00
06/01/2025 06:45:00,20.85,0.00,0.00,0.00
06/01/2025 07:00:00,13.59,0.00,0.00,6.48
06/01/2025 07:15:00,-15.55,0.00,0.00,33.17
06/01/2025 07:30:00,-67.56,0.00,0.00,82.54
06/01/2025 07:45:00,-73.75,0.00,0.00,92.78
06/01/2025 08:00:00,-23.52,0.00,0.00,46.92
06/01/2025 08:15:00,-2.04,0.00,0.00,22.48
06/01/2025 08:30:00,5.84,0.00,0.00,13.47
06/01/2025 08:45:00,0.13,0.00,0.00,18.88
06/01/2025 09:00:00,6.13,0.00,0.00,13.44
06/01/2025 09:15:00,-15.69,0.00,0.00,32.18
06/01/2025 09:30:00,11.37,0.00,0.00,7.32
06/01/2025 09:45:00,0.35,0.00,0.00,0.23
06/01/2025 10:00:00,-450.13,0.00,376.57,786.91
06/01/2025 10:15:00,-77.36,0.00,533.94,595.17
06/01/2025 10:30:00,3.76,0.00,580.45,559.98
06/01/2025 10:45:00,-15.14,0.00,619.79,614.62
06/01/2025 11:00:00,-6.96,0.00,661.25,646.12
06/01/2025 11:15:00,-5.70,0.00,693.20,675.10
06/01/2025 11:30:00,-5.09,0.00,730.76,710.21
06/01/2025 11:45:00,-33.15,0.00,752.47,756.05
06/01/2025 12:00:00,-20.62,0.00,771.29,762.66
06/01/2025 12:15:00,-9.07,0.00,782.20,762.65
06/01/2025 12:30:00,0.97,0.00,791.79,762.62
06/01/2025 12:45:00,-10.34,0.00,801.48,781.94
06/01/2025 13:00:00,-22.49,0.00,820.79,811.35
06/01/2025 13:15:00,-23.78,0.00,819.05,811.33
06/01/2025 13:30:00,-17.31,0.00,824.53,811.28
06/01/2025 13:45:00,-8.06,0.00,833.31,811.32
06/01/2025 14:00:00,1.80,0.00,842.02,811.28
06/01/2025 14:15:00,-10.05,0.00,830.53,811.29
06/01/2025 14:30:00,-15.92,0.00,825.35,811.26
06/01/2025 14:45:00,-25.80,0.00,803.28,805.85
06/01/2025 15:00:00,-3.92,0.00,775.58,758.22
06/01/2025 15:15:00,5.62,0.00,739.66,711.21
06/01/2025 15:30:00,-14.79,0.00,708.22,699.65
06/01/2025 15:45:00,-1.77,0.00,653.08,636.12
06/01/2025 16:00:00,-18.31,0.00,606.02,606.43
06/01/2025 16:15:00,-4.23,0.00,563.55,552.04
06/01/2025 16:30:00,-20.77,0.01,440.10,449.29
06/01/2025 16:45:00,31.76,0.08,0.00,3.86
06/01/2025 17:00:00,21.85,0.09,0.00,3.61
06/01/2025 17:15:00,19.60,0.09,0.00,3.63
06/01/2025 17:30:00,16.87,0.09,0.00,3.37
06/01/2025 17:45:00,17.02,0.09,0.00,3.18
06/01/2025 18:00:00,14.16,0.08,0.00,2.91
06/01/2025 18:15:00,13.69,0.08,0.00,2.85
06/01/2025 18:30:00,14.32,0.08,0.00,2.18
06/01/2025 18:45:00,22.09,0.08,0.00,-1.40
06/01/2025 19:00:00,22.17,0.08,0.00,0.00
06/01/2025 19:15:00,21.94,0.07,0.00,0.00
06/01/2025 19:30:00,22.01,0.07,0.00,0.00
06/01/2025 19:45:00,21.95,0.07,0.00,0.00
06/01/2025 20:00:00,21.78,0.07,0.00,0.00
06/01/2025 20:15:00,21.83,0.07,0.00,0.00
06/01/2025 20:30:00,21.64,0.07,0.00,0.00
06/01/2025 20:45:00,21.55,0.07,0.00,0.00
06/01/2025 21:00:00,21.55,0.07,0.00,0.00
06/01/2025 21:15:00,21.40,0.07,0.00,0.00
06/01/2025 21:30:00,21.44,0.07,0.00,0.00
06/01/2025 21:45:00,21.49,0.07,0.00,0.00
06/01/2025 22:00:00,21.66,0.07,0.00,0.00
06/01/2025 22:15:00,21.43,0.07,0.00,0.00
06/01/2025 22:30:00,21.57,0.07,0.00,0.00
06/01/2025 22:45:00,21.59,0.07,0.00,0.00
06/01/2025 23:00:00,21.34,0.07,0.00,0.00
06/01/2025 23:15:00,21.34,0.07,0.00,0.00
06/01/2025 23:30:00,21.19,0.07,0.00,0.00
06/01/2025 23:45:00,21.11,0.07,0.00,0.00
07/01/2025 00:00:00,21.22,0.07,0.00,0.00
07/01/2025 00:15:00,21.33,0.07,0.00,0.00
07/01/2025 00:30:00,21.40,0.06,0.00,0.00
07/01/2025 00:45:00,21.39,0.06,0.00,0.00
07/01/2025 01:00:00,21.23,0.07,0.00,0.00
07/01/2025 01:15:00,21.00,0.07,0.00,0.00
07/01/2025 01:30:00,21.03,0.07,0.00,0.00
07/01/2025 01:45:00,21.00,0.07,0.00,0.00
07/01/2025 02:00:00,21.10,0.07,0.00,0.00
07/01/2025 02:15:00,21.22,0.06,0.00,0.00
07/01/2025 02:30:00,21.22,0.07,0.00,0.00
07/01/2025 02:45:00,21.13,0.06,0.00,0.00
07/01/2025 03:00:00,21.24,0.06,0.00,0.00
07/01/2025 03:15:00,21.15,0.07,0.00,0.00
07/01/2025 03:30:00,21.11,0.07,0.00,0.00
07/01/2025 03:45:00,20.98,0.07,0.00,0.00
07/01/2025 04:00:00,20.95,0.07,0.00,0.00
07/01/2025 04:15:00,20.82,0.07,0.00,0.00
07/01/2025 04:30:00,20.84,0.07,0.00,0.00
07/01/2025 04:45:00,20.78,0.07,0.00,0.00
07/01/2025 05:00:00,20.90,0.07,0.00,0.00
07/01/2025 05:15:00,23.23,0.07,0.00,0.00
07/01/2025 05:30:00,24.74,0.06,0.00,0.00
07/01/2025 05:45:00,20.62,0.07,0.00,0.00
07/01/2025 06:00:00,20.80,0.07,0.00,0.00
07/01/2025 06:15:00,20.72,0.07,0.00,0.00
07/01/2025 06:30:00,20.66,0.06,0.00,0.00
07/01/2025 06:45:00,20.77,0.07,0.00,0.00
07/01/2025 07:00:00,12.56,0.07,0.00,7.24
07/01/2025 07:15:00,-16.79,0.07,0.00,32.28
07/01/2025 07:30:00,-70.14,0.06,0.00,78.78
07/01/2025 07:45:00,-143.03,0.07,0.00,145.83
07/01/2025 08:00:00,-215.51,0.07,0.00,217.18
07/01/2025 08:15:00,-333.20,0.07,0.00,318.25
07/01/2025 08:30:00,-448.72,0.06,0.00,421.74
07/01/2025 08:45:00,-556.66,0.07,0.00,522.32
07/01/2025 09:00:00,-236.31,0.07,0.00,229.43
07/01/2025 09:15:00,7.20,0.07,0.00,7.38
07/01/2025 09:30:00,2.03,0.06,0.00,1.90
07/01/2025 09:45:00,-197.41,0.00,0.00,186.65
07/01/2025 10:00:00,19.82,0.00,24.73,6.89
07/01/2025 10:15:00,-60.22,0.00,425.55,480.57
07/01/2025 10:30:00,-8.25,-0.03,528.06,518.86
07/01/2025 10:45:00,-2.40,-0.13,580.14,562.97
07/01/2025 11:00:00,-1.83,-0.12,620.55,600.69
07/01/2025 11:15:00,-21.99,-0.11,646.10,643.09
07/01/2025 11:30:00,-14.30,-0.12,663.40,652.39
07/01/2025 11:45:00,-10.19,-0.12,693.16,676.35
07/01/2025 12:00:00,-27.74,-0.11,721.32,718.90
07/01/2025 12:15:00,-18.72,-0.11,741.93,730.21
07/01/2025 12:30:00,-25.80,-0.11,735.08,730.22
07/01/2025 12:45:00,-7.06,-0.11,749.57,730.19
07/01/2025 13:00:00,2.42,-0.11,761.71,733.08
07/01/2025 13:15:00,-10.84,-0.10,766.29,746.33
07/01/2025 13:30:00,-8.33,-0.10,773.18,750.62
07/01/2025 13:45:00,-26.97,-0.10,778.60,772.79
07/01/2025 14:00:00,-10.86,-0.10,775.94,755.78
07/01/2025 14:15:00,-8.90,-0.10,766.53,746.59
07/01/2025 14:30:00,-32.94,-0.10,755.03,767.99
07/01/2025 14:45:00,-29.71,-0.10,745.85,749.72
07/01/2025 15:00:00,-8.93,-0.10,743.50,727.59
07/01/2025 15:15:00,-4.16,-0.09,723.68,700.68
07/01/2025 15:30:00,-9.43,-0.10,698.28,681.27
07/01/2025 15:45:00,2.31,-0.10,679.05,652.67
07/01/2025 16:00:00,-15.40,-0.10,645.31,637.20
07/01/2025 16:15:00,-15.61,-0.10,588.12,583.36
07/01/2025 16:30:00,8.46,-0.10,541.65,517.59
07/01/2025 16:45:00,16.13,-0.10,500.49,471.83
07/01/2025 17:00:00,29.13,-0.10,196.04,179.06
07/01/2025 17:15:00,23.97,-0.10,0.00,5.30
07/01/2025 17:30:00,15.06,-0.10,0.00,5.02
07/01/2025 17:45:00,13.66,-0.10,0.00,4.85
07/01/2025 18:00:00,12.99,-0.10,0.00,3.53
07/01/2025 18:15:00,12.54,-0.11,0.00,6.78
07/01/2025 18:30:00,17.17,-0.11,0.00,4.52
07/01/2025 18:45:00,23.65,-0.11,0.00,-1.41
07/01/2025 19:00:00,22.01,-0.11,0.00,0.00
07/01/2025 19:15:00,21.96,-0.12,0.00,0.00
07/01/2025 19:30:00,21.95,-0.12,0.00,0.00
07/01/2025 19:45:00,21.90,-0.12,0.00,0.00
07/01/2025 20:00:00,21.85,-0.12,0.00,0.00
07/01/2025 20:15:00,21.58,-0.12,0.00,0.00
07/01/2025 20:30:00,21.54,-0.12,0.00,0.00
07/01/2025 20:45:00,21.55,-0.12,0.00,0.00
07/01/2025 21:00:00,21.52,-0.12,0.00,0.00
07/01/2025 21:15:00,21.39,-0.13,0.00,0.00
07/01/2025 21:30:00,21.47,-0.13,0.00,0.00
07/01/2025 21:45:00,21.40,-0.13,0.00,0.00
07/01/2025 22:00:00,21.40,-0.13,0.00,0.00
07/01/2025 22:15:00,21.74,-0.12,0.00,0.00
07/01/2025 22:30:00,21.57,-0.12,0.00,0.00
07/01/2025 22:45:00,21.45,-0.12,0.00,0.00
07/01/2025 23:00:00,21.48,-0.12,0.00,0.00
07/01/2025 23:15:00,21.33,-0.12,0.00,0.00
07/01/2025 23:30:00,21.33,-0.12,0.00,0.00
07/01/2025 23:45:00,21.44,-0.12,0.00,0.00
08/01/2025 00:00:00,21.33,-0.12,0.00,0.00
08/01/2025 00:15:00,21.20,-0.12,0.00,0.00
08/01/2025 00:30:00,21.35,-0.12,0.00,0.00
08/01/2025 00:45:00,21.31,-0.12,0.00,0.00
08/01/2025 01:00:00,21.32,-0.12,0.00,0.00
08/01/2025 01:15:00,25.53,-0.12,0.00,0.00
08/01/2025 01:30:00,24.15,-0.12,0.00,0.00
08/01/2025 01:45:00,21.30,-0.12,0.00,0.00
08/01/2025 02:00:00,21.32,-0.12,0.00,0.00
08/01/2025 02:15:00,21.40,-0.12,0.00,0.00
08/01/2025 02:30:00,21.26,-0.12,0.00,0.00
08/01/2025 02:45:00,21.11,-0.12,0.00,0.00
